id;nombres;edad;notas
24408;nombre 24408;10;18
24409;nombre 24409;17;7
24410;nombre 24410;10;2
24411;nombre 24411;20;1
24412;nombre 24412;15;8
24413;nombre 24413;14;19
24414;nombre 24414;13;4
24415;nombre 24415;16;3
24416;nombre 24416;11;5
24417;nombre 24417;20;9
24418;nombre 24418;15;15
24419;nombre 24419;16;19
24420;nombre 24420;12;12
24421;nombre 24421;15;6
24422;nombre 24422;10;10
24423;nombre 24423;19;12
24424;nombre 24424;13;1
24425;nombre 24425;12;15
24426;nombre 24426;16;16
24427;nombre 24427;13;1
24428;nombre 24428;14;16
24429;nombre 24429;17;10
24430;nombre 24430;17;12
24431;nombre 24431;14;10
24432;nombre 24432;16;4
24433;nombre 24433;13;3
24434;nombre 24434;14;8
24435;nombre 24435;14;3
24436;nombre 24436;10;19
24437;nombre 24437;13;5
24438;nombre 24438;18;2
24439;nombre 24439;16;7
24440;nombre 24440;15;4
24441;nombre 24441;12;18
24442;nombre 24442;19;16
24443;nombre 24443;18;0
24444;nombre 24444;13;19
24445;nombre 24445;17;17
24446;nombre 24446;10;9
24447;nombre 24447;18;17
24448;nombre 24448;14;9
24449;nombre 24449;15;4
24450;nombre 24450;15;7
24451;nombre 24451;11;15
24452;nombre 24452;14;12
24453;nombre 24453;16;6
24454;nombre 24454;18;11
24455;nombre 24455;11;12
24456;nombre 24456;10;19
24457;nombre 24457;17;16
24458;nombre 24458;11;8
24459;nombre 24459;11;14
24460;nombre 24460;17;3
24461;nombre 24461;13;6
24462;nombre 24462;13;10
24463;nombre 24463;14;14
24464;nombre 24464;10;10
24465;nombre 24465;10;5
24466;nombre 24466;12;18
24467;nombre 24467;13;14
24468;nombre 24468;14;8
24469;nombre 24469;17;4
24470;nombre 24470;20;10
24471;nombre 24471;14;5
24472;nombre 24472;20;4
24473;nombre 24473;15;17
24474;nombre 24474;20;1
24475;nombre 24475;10;11
24476;nombre 24476;17;13
24477;nombre 24477;15;10
24478;nombre 24478;18;13
24479;nombre 24479;14;8
24480;nombre 24480;18;1
24481;nombre 24481;20;6
24482;nombre 24482;12;15
24483;nombre 24483;14;18
24484;nombre 24484;16;9
24485;nombre 24485;19;13
24486;nombre 24486;12;11
24487;nombre 24487;18;13
24488;nombre 24488;17;8
24489;nombre 24489;15;16
24490;nombre 24490;17;7
24491;nombre 24491;19;11
24492;nombre 24492;20;16
24493;nombre 24493;13;14
24494;nombre 24494;16;6
24495;nombre 24495;19;3
24496;nombre 24496;14;12
24497;nombre 24497;11;11
24498;nombre 24498;12;16
24499;nombre 24499;18;8
24500;nombre 24500;11;9
24501;nombre 24501;14;5
24502;nombre 24502;19;15
24503;nombre 24503;15;8
24504;nombre 24504;13;4
24505;nombre 24505;20;17
24506;nombre 24506;19;10
24507;nombre 24507;17;4
24508;nombre 24508;18;9
24509;nombre 24509;17;3
24510;nombre 24510;12;19
24511;nombre 24511;16;20
24512;nombre 24512;19;13
24513;nombre 24513;14;7
24514;nombre 24514;10;7
24515;nombre 24515;12;18
24516;nombre 24516;11;4
24517;nombre 24517;16;7
24518;nombre 24518;11;6
24519;nombre 24519;16;0
24520;nombre 24520;20;2
24521;nombre 24521;20;8
24522;nombre 24522;18;8
24523;nombre 24523;14;0
24524;nombre 24524;20;17
24525;nombre 24525;10;18
24526;nombre 24526;18;6
24527;nombre 24527;18;6
24528;nombre 24528;19;18
24529;nombre 24529;13;15
24530;nombre 24530;16;15
24531;nombre 24531;10;12
24532;nombre 24532;20;9
24533;nombre 24533;15;16
24534;nombre 24534;19;5
24535;nombre 24535;11;12
24536;nombre 24536;17;0
24537;nombre 24537;10;12
24538;nombre 24538;14;8
24539;nombre 24539;10;11
24540;nombre 24540;12;8
24541;nombre 24541;16;6
24542;nombre 24542;16;20
24543;nombre 24543;19;19
24544;nombre 24544;19;13
24545;nombre 24545;20;4
24546;nombre 24546;18;5
24547;nombre 24547;20;14
24548;nombre 24548;10;3
24549;nombre 24549;11;10
24550;nombre 24550;15;15
24551;nombre 24551;20;20
24552;nombre 24552;10;4
24553;nombre 24553;12;19
24554;nombre 24554;20;6
24555;nombre 24555;13;11
24556;nombre 24556;15;19
24557;nombre 24557;12;13
24558;nombre 24558;11;11
24559;nombre 24559;17;11
24560;nombre 24560;11;1
24561;nombre 24561;10;17
24562;nombre 24562;13;19
24563;nombre 24563;19;10
24564;nombre 24564;17;1
24565;nombre 24565;13;2
24566;nombre 24566;13;11
24567;nombre 24567;20;18
24568;nombre 24568;18;2
24569;nombre 24569;13;1
24570;nombre 24570;20;2
24571;nombre 24571;13;5
24572;nombre 24572;17;1
24573;nombre 24573;20;20
24574;nombre 24574;10;1
24575;nombre 24575;14;18
24576;nombre 24576;11;1
24577;nombre 24577;15;11
24578;nombre 24578;18;11
24579;nombre 24579;20;4
24580;nombre 24580;19;5
24581;nombre 24581;12;7
24582;nombre 24582;20;17
24583;nombre 24583;11;13
24584;nombre 24584;18;3
24585;nombre 24585;19;12
24586;nombre 24586;15;4
24587;nombre 24587;12;7
24588;nombre 24588;15;7
24589;nombre 24589;18;2
24590;nombre 24590;16;10
24591;nombre 24591;19;0
24592;nombre 24592;12;5
24593;nombre 24593;20;5
24594;nombre 24594;12;13
24595;nombre 24595;13;5
24596;nombre 24596;19;19
24597;nombre 24597;20;0
24598;nombre 24598;20;4
24599;nombre 24599;10;8
24600;nombre 24600;12;3
24601;nombre 24601;16;12
24602;nombre 24602;11;9
24603;nombre 24603;10;16
24604;nombre 24604;17;16
24605;nombre 24605;20;19
24606;nombre 24606;14;6
24607;nombre 24607;12;17
24608;nombre 24608;20;20
24609;nombre 24609;18;4
24610;nombre 24610;19;9
24611;nombre 24611;16;11
24612;nombre 24612;20;10
24613;nombre 24613;15;9
24614;nombre 24614;17;9
24615;nombre 24615;18;9
24616;nombre 24616;19;0
24617;nombre 24617;15;7
24618;nombre 24618;16;5
24619;nombre 24619;20;17
24620;nombre 24620;13;0
24621;nombre 24621;10;6
24622;nombre 24622;11;12
24623;nombre 24623;16;4
24624;nombre 24624;14;20
24625;nombre 24625;10;7
24626;nombre 24626;13;19
24627;nombre 24627;17;13
24628;nombre 24628;16;19
24629;nombre 24629;11;7
24630;nombre 24630;19;1
24631;nombre 24631;18;15
24632;nombre 24632;19;6
24633;nombre 24633;17;8
24634;nombre 24634;20;14
24635;nombre 24635;16;1
24636;nombre 24636;10;8
24637;nombre 24637;10;11
24638;nombre 24638;10;13
24639;nombre 24639;11;6
24640;nombre 24640;18;2
24641;nombre 24641;19;1
24642;nombre 24642;10;16
24643;nombre 24643;19;12
24644;nombre 24644;15;5
24645;nombre 24645;14;8
24646;nombre 24646;18;6
24647;nombre 24647;15;19
24648;nombre 24648;11;3
24649;nombre 24649;15;1
24650;nombre 24650;12;19
24651;nombre 24651;17;1
24652;nombre 24652;18;19
24653;nombre 24653;12;0
24654;nombre 24654;16;17
24655;nombre 24655;18;11
24656;nombre 24656;11;17
24657;nombre 24657;13;17
24658;nombre 24658;12;1
24659;nombre 24659;10;15
24660;nombre 24660;20;13
24661;nombre 24661;10;18
24662;nombre 24662;11;3
24663;nombre 24663;12;11
24664;nombre 24664;11;0
24665;nombre 24665;11;12
24666;nombre 24666;12;11
24667;nombre 24667;15;10
24668;nombre 24668;12;3
24669;nombre 24669;20;17
24670;nombre 24670;19;4
24671;nombre 24671;18;20
24672;nombre 24672;10;9
24673;nombre 24673;18;17
24674;nombre 24674;11;6
24675;nombre 24675;18;18
24676;nombre 24676;12;12
24677;nombre 24677;18;0
24678;nombre 24678;14;3
24679;nombre 24679;19;11
24680;nombre 24680;13;19
24681;nombre 24681;19;16
24682;nombre 24682;12;6
24683;nombre 24683;13;1
24684;nombre 24684;16;3
24685;nombre 24685;19;6
24686;nombre 24686;12;20
24687;nombre 24687;13;8
24688;nombre 24688;10;18
24689;nombre 24689;14;19
24690;nombre 24690;18;7
24691;nombre 24691;12;15
24692;nombre 24692;20;0
24693;nombre 24693;15;11
24694;nombre 24694;11;16
24695;nombre 24695;13;7
24696;nombre 24696;11;14
24697;nombre 24697;18;5
24698;nombre 24698;20;19
24699;nombre 24699;11;6
24700;nombre 24700;14;5
24701;nombre 24701;10;2
24702;nombre 24702;13;4
24703;nombre 24703;20;16
24704;nombre 24704;17;7
24705;nombre 24705;10;12
24706;nombre 24706;19;5
24707;nombre 24707;20;19
24708;nombre 24708;10;8
24709;nombre 24709;20;16
24710;nombre 24710;12;0
24711;nombre 24711;19;15
24712;nombre 24712;16;10
24713;nombre 24713;12;18
24714;nombre 24714;11;14
24715;nombre 24715;17;20
24716;nombre 24716;11;17
24717;nombre 24717;17;2
24718;nombre 24718;14;4
24719;nombre 24719;15;3
24720;nombre 24720;10;2
24721;nombre 24721;11;6
24722;nombre 24722;13;10
24723;nombre 24723;18;7
24724;nombre 24724;17;19
24725;nombre 24725;10;9
24726;nombre 24726;13;1
24727;nombre 24727;11;10
24728;nombre 24728;15;19
24729;nombre 24729;12;6
24730;nombre 24730;20;17
24731;nombre 24731;12;20
24732;nombre 24732;12;15
24733;nombre 24733;17;11
24734;nombre 24734;11;18
24735;nombre 24735;11;17
24736;nombre 24736;19;18
24737;nombre 24737;10;5
24738;nombre 24738;19;13
24739;nombre 24739;15;5
24740;nombre 24740;11;15
24741;nombre 24741;16;1
24742;nombre 24742;16;19
24743;nombre 24743;19;17
24744;nombre 24744;15;10
24745;nombre 24745;14;18
24746;nombre 24746;10;17
24747;nombre 24747;18;8
24748;nombre 24748;11;6
24749;nombre 24749;15;12
24750;nombre 24750;12;17
24751;nombre 24751;12;7
24752;nombre 24752;19;4
24753;nombre 24753;16;0
24754;nombre 24754;15;14
24755;nombre 24755;17;7
24756;nombre 24756;12;1
24757;nombre 24757;15;7
24758;nombre 24758;15;2
24759;nombre 24759;19;3
24760;nombre 24760;16;13
24761;nombre 24761;15;19
24762;nombre 24762;11;13
24763;nombre 24763;17;14
24764;nombre 24764;10;15
24765;nombre 24765;18;5
24766;nombre 24766;19;3
24767;nombre 24767;15;11
24768;nombre 24768;18;7
24769;nombre 24769;18;0
24770;nombre 24770;10;12
24771;nombre 24771;19;2
24772;nombre 24772;17;15
24773;nombre 24773;20;11
24774;nombre 24774;14;19
24775;nombre 24775;10;5
24776;nombre 24776;18;0
24777;nombre 24777;12;0
24778;nombre 24778;15;14
24779;nombre 24779;10;4
24780;nombre 24780;18;5
24781;nombre 24781;16;12
24782;nombre 24782;11;17
24783;nombre 24783;16;1
24784;nombre 24784;20;6
24785;nombre 24785;16;17
24786;nombre 24786;12;15
24787;nombre 24787;13;0
24788;nombre 24788;10;1
24789;nombre 24789;18;11
24790;nombre 24790;17;18
24791;nombre 24791;11;11
24792;nombre 24792;20;19
24793;nombre 24793;14;9
24794;nombre 24794;18;17
24795;nombre 24795;15;16
24796;nombre 24796;11;16
24797;nombre 24797;16;11
24798;nombre 24798;18;6
24799;nombre 24799;13;16
24800;nombre 24800;16;8
24801;nombre 24801;20;7
24802;nombre 24802;10;11
24803;nombre 24803;15;20
24804;nombre 24804;10;5
24805;nombre 24805;18;11
24806;nombre 24806;16;20
24807;nombre 24807;14;11
24808;nombre 24808;14;0
24809;nombre 24809;18;12
24810;nombre 24810;14;13
24811;nombre 24811;20;16
24812;nombre 24812;14;17
24813;nombre 24813;17;10
24814;nombre 24814;11;1
24815;nombre 24815;10;7
24816;nombre 24816;14;19
24817;nombre 24817;19;18
24818;nombre 24818;16;5
24819;nombre 24819;11;2
24820;nombre 24820;17;16
24821;nombre 24821;14;12
24822;nombre 24822;11;7
24823;nombre 24823;14;4
24824;nombre 24824;19;17
24825;nombre 24825;15;6
24826;nombre 24826;18;11
24827;nombre 24827;13;10
24828;nombre 24828;15;12
24829;nombre 24829;16;7
24830;nombre 24830;13;1
24831;nombre 24831;14;10
24832;nombre 24832;13;20
24833;nombre 24833;15;12
24834;nombre 24834;11;7
24835;nombre 24835;12;9
24836;nombre 24836;20;3
24837;nombre 24837;17;11
24838;nombre 24838;19;14
24839;nombre 24839;20;14
24840;nombre 24840;13;19
24841;nombre 24841;13;2
24842;nombre 24842;16;1
24843;nombre 24843;11;4
24844;nombre 24844;12;11
24845;nombre 24845;10;4
24846;nombre 24846;14;9
24847;nombre 24847;14;6
24848;nombre 24848;17;4
24849;nombre 24849;13;4
24850;nombre 24850;11;8
24851;nombre 24851;11;20
24852;nombre 24852;11;1
24853;nombre 24853;10;14
24854;nombre 24854;11;12
24855;nombre 24855;12;5
24856;nombre 24856;14;4
24857;nombre 24857;10;3
24858;nombre 24858;10;19
24859;nombre 24859;20;17
24860;nombre 24860;16;8
24861;nombre 24861;20;9
24862;nombre 24862;13;13
24863;nombre 24863;12;7
24864;nombre 24864;20;19
24865;nombre 24865;19;10
24866;nombre 24866;13;12
24867;nombre 24867;16;16
24868;nombre 24868;19;0
24869;nombre 24869;12;11
24870;nombre 24870;12;7
24871;nombre 24871;11;3
24872;nombre 24872;17;10
24873;nombre 24873;15;7
24874;nombre 24874;15;1
24875;nombre 24875;19;13
24876;nombre 24876;11;10
24877;nombre 24877;12;3
24878;nombre 24878;19;2
24879;nombre 24879;10;14
24880;nombre 24880;20;17
24881;nombre 24881;18;13
24882;nombre 24882;20;0
24883;nombre 24883;20;8
24884;nombre 24884;13;18
24885;nombre 24885;16;13
24886;nombre 24886;15;2
24887;nombre 24887;10;3
24888;nombre 24888;13;13
24889;nombre 24889;17;13
24890;nombre 24890;18;2
24891;nombre 24891;14;5
24892;nombre 24892;11;18
24893;nombre 24893;18;4
24894;nombre 24894;15;11
24895;nombre 24895;16;20
24896;nombre 24896;15;13
24897;nombre 24897;13;16
24898;nombre 24898;19;0
24899;nombre 24899;11;7
24900;nombre 24900;12;13
24901;nombre 24901;11;8
24902;nombre 24902;17;18
24903;nombre 24903;15;3
24904;nombre 24904;18;4
24905;nombre 24905;15;6
24906;nombre 24906;19;16
24907;nombre 24907;11;19
24908;nombre 24908;19;14
24909;nombre 24909;12;5
24910;nombre 24910;16;20
24911;nombre 24911;10;0
24912;nombre 24912;15;20
24913;nombre 24913;12;17
24914;nombre 24914;16;5
24915;nombre 24915;17;6
24916;nombre 24916;11;5
24917;nombre 24917;18;13
24918;nombre 24918;12;18
24919;nombre 24919;10;14
24920;nombre 24920;10;7
24921;nombre 24921;11;20
24922;nombre 24922;10;0
24923;nombre 24923;19;17
24924;nombre 24924;14;9
24925;nombre 24925;18;7
24926;nombre 24926;17;8
24927;nombre 24927;17;20
24928;nombre 24928;19;19
24929;nombre 24929;15;4
24930;nombre 24930;18;1
24931;nombre 24931;15;14
24932;nombre 24932;16;7
24933;nombre 24933;19;1
24934;nombre 24934;13;8
24935;nombre 24935;18;7
24936;nombre 24936;15;3
24937;nombre 24937;15;14
24938;nombre 24938;13;18
24939;nombre 24939;16;10
24940;nombre 24940;19;13
24941;nombre 24941;15;4
24942;nombre 24942;14;9
24943;nombre 24943;20;11
24944;nombre 24944;10;11
24945;nombre 24945;18;10
24946;nombre 24946;17;13
24947;nombre 24947;18;6
24948;nombre 24948;17;3
24949;nombre 24949;20;1
24950;nombre 24950;18;9
24951;nombre 24951;10;13
24952;nombre 24952;18;7
24953;nombre 24953;13;12
24954;nombre 24954;18;1
24955;nombre 24955;10;8
24956;nombre 24956;16;15
24957;nombre 24957;12;10
24958;nombre 24958;12;5
24959;nombre 24959;11;18
24960;nombre 24960;20;20
24961;nombre 24961;18;7
24962;nombre 24962;16;17
24963;nombre 24963;11;16
24964;nombre 24964;15;20
24965;nombre 24965;15;8
24966;nombre 24966;18;3
24967;nombre 24967;20;10
24968;nombre 24968;10;2
24969;nombre 24969;16;10
24970;nombre 24970;16;16
24971;nombre 24971;17;17
24972;nombre 24972;19;1
24973;nombre 24973;14;1
24974;nombre 24974;12;8
24975;nombre 24975;20;17
24976;nombre 24976;16;16
24977;nombre 24977;12;19
24978;nombre 24978;20;5
24979;nombre 24979;20;7
24980;nombre 24980;10;12
24981;nombre 24981;14;11
24982;nombre 24982;11;7
24983;nombre 24983;15;18
24984;nombre 24984;10;0
24985;nombre 24985;12;1
24986;nombre 24986;13;9
24987;nombre 24987;14;5
24988;nombre 24988;19;6
24989;nombre 24989;18;0
24990;nombre 24990;14;18
24991;nombre 24991;16;9
24992;nombre 24992;17;5
24993;nombre 24993;17;7
24994;nombre 24994;14;4
24995;nombre 24995;12;13
24996;nombre 24996;10;2
24997;nombre 24997;19;7
24998;nombre 24998;11;2
24999;nombre 24999;18;19
25000;nombre 25000;13;0
25001;nombre 25001;16;20
25002;nombre 25002;12;2
25003;nombre 25003;17;5
25004;nombre 25004;13;19
25005;nombre 25005;16;5
25006;nombre 25006;13;5
25007;nombre 25007;19;10
25008;nombre 25008;19;11
25009;nombre 25009;16;6
25010;nombre 25010;14;13
25011;nombre 25011;10;18
25012;nombre 25012;15;12
25013;nombre 25013;18;10
25014;nombre 25014;18;1
25015;nombre 25015;19;3
25016;nombre 25016;19;1
25017;nombre 25017;17;13
25018;nombre 25018;11;11
25019;nombre 25019;18;15
25020;nombre 25020;16;15
25021;nombre 25021;10;10
25022;nombre 25022;11;9
25023;nombre 25023;14;8
25024;nombre 25024;16;6
25025;nombre 25025;13;14
25026;nombre 25026;19;20
25027;nombre 25027;10;9
25028;nombre 25028;19;9
25029;nombre 25029;14;8
25030;nombre 25030;13;13
25031;nombre 25031;18;17
25032;nombre 25032;12;20
25033;nombre 25033;19;17
25034;nombre 25034;16;9
25035;nombre 25035;20;1
25036;nombre 25036;14;17
25037;nombre 25037;10;12
25038;nombre 25038;18;5
25039;nombre 25039;19;12
25040;nombre 25040;18;0
25041;nombre 25041;20;13
25042;nombre 25042;12;8
25043;nombre 25043;18;15
25044;nombre 25044;10;6
25045;nombre 25045;18;15
25046;nombre 25046;13;6
25047;nombre 25047;15;4
25048;nombre 25048;14;14
25049;nombre 25049;11;12
25050;nombre 25050;11;5
25051;nombre 25051;12;5
25052;nombre 25052;15;17
25053;nombre 25053;18;16
25054;nombre 25054;13;9
25055;nombre 25055;17;19
25056;nombre 25056;20;10
25057;nombre 25057;17;15
25058;nombre 25058;16;12
25059;nombre 25059;10;15
25060;nombre 25060;11;1
25061;nombre 25061;12;17
25062;nombre 25062;16;16
25063;nombre 25063;19;16
25064;nombre 25064;14;12
25065;nombre 25065;14;20
25066;nombre 25066;16;2
25067;nombre 25067;16;19
25068;nombre 25068;14;17
25069;nombre 25069;16;7
25070;nombre 25070;16;19
25071;nombre 25071;20;20
25072;nombre 25072;17;2
25073;nombre 25073;19;7
25074;nombre 25074;18;16
25075;nombre 25075;16;2
25076;nombre 25076;15;17
25077;nombre 25077;19;2
25078;nombre 25078;13;3
25079;nombre 25079;18;18
25080;nombre 25080;17;4
25081;nombre 25081;14;4
25082;nombre 25082;11;11
25083;nombre 25083;16;8
25084;nombre 25084;14;4
25085;nombre 25085;13;13
25086;nombre 25086;19;12
25087;nombre 25087;19;15
25088;nombre 25088;15;12
25089;nombre 25089;11;6
25090;nombre 25090;20;6
25091;nombre 25091;12;9
25092;nombre 25092;10;16
25093;nombre 25093;11;9
25094;nombre 25094;16;1
25095;nombre 25095;17;16
25096;nombre 25096;18;18
25097;nombre 25097;20;14
25098;nombre 25098;13;7
25099;nombre 25099;16;19
25100;nombre 25100;16;8
25101;nombre 25101;10;7
25102;nombre 25102;10;8
25103;nombre 25103;12;8
25104;nombre 25104;11;4
25105;nombre 25105;18;12
25106;nombre 25106;19;2
25107;nombre 25107;13;16
25108;nombre 25108;14;2
25109;nombre 25109;13;17
25110;nombre 25110;14;18
25111;nombre 25111;11;12
25112;nombre 25112;18;20
25113;nombre 25113;15;2
25114;nombre 25114;16;9
25115;nombre 25115;11;15
25116;nombre 25116;19;6
25117;nombre 25117;11;18
25118;nombre 25118;19;2
25119;nombre 25119;12;7
25120;nombre 25120;16;9
25121;nombre 25121;15;8
25122;nombre 25122;11;8
25123;nombre 25123;11;7
25124;nombre 25124;10;19
25125;nombre 25125;15;11
25126;nombre 25126;15;11
25127;nombre 25127;11;3
25128;nombre 25128;12;14
25129;nombre 25129;18;14
25130;nombre 25130;15;14
25131;nombre 25131;19;12
25132;nombre 25132;12;8
25133;nombre 25133;16;2
25134;nombre 25134;10;7
25135;nombre 25135;19;8
25136;nombre 25136;13;0
25137;nombre 25137;20;4
25138;nombre 25138;11;14
25139;nombre 25139;11;9
25140;nombre 25140;18;13
25141;nombre 25141;10;2
25142;nombre 25142;11;14
25143;nombre 25143;19;13
25144;nombre 25144;12;15
25145;nombre 25145;16;6
25146;nombre 25146;19;14
25147;nombre 25147;18;14
25148;nombre 25148;11;12
25149;nombre 25149;18;9
25150;nombre 25150;20;12
25151;nombre 25151;20;3
25152;nombre 25152;18;7
25153;nombre 25153;18;1
25154;nombre 25154;11;13
25155;nombre 25155;10;11
25156;nombre 25156;13;3
25157;nombre 25157;14;16
25158;nombre 25158;18;8
25159;nombre 25159;15;1
25160;nombre 25160;12;6
25161;nombre 25161;15;9
25162;nombre 25162;11;2
25163;nombre 25163;13;11
25164;nombre 25164;16;15
25165;nombre 25165;18;1
25166;nombre 25166;17;11
25167;nombre 25167;12;11
25168;nombre 25168;13;18
25169;nombre 25169;12;18
25170;nombre 25170;17;15
25171;nombre 25171;13;10
25172;nombre 25172;15;1
25173;nombre 25173;19;12
25174;nombre 25174;13;10
25175;nombre 25175;10;2
25176;nombre 25176;11;10
25177;nombre 25177;20;5
25178;nombre 25178;12;20
25179;nombre 25179;17;8
25180;nombre 25180;14;3
25181;nombre 25181;20;7
25182;nombre 25182;13;8
25183;nombre 25183;19;2
25184;nombre 25184;17;10
25185;nombre 25185;14;6
25186;nombre 25186;17;17
25187;nombre 25187;18;15
25188;nombre 25188;12;16
25189;nombre 25189;14;13
25190;nombre 25190;16;7
25191;nombre 25191;14;7
25192;nombre 25192;18;4
25193;nombre 25193;13;20
25194;nombre 25194;17;17
25195;nombre 25195;10;20
25196;nombre 25196;20;2
25197;nombre 25197;18;9
25198;nombre 25198;18;7
25199;nombre 25199;20;13
25200;nombre 25200;12;2
25201;nombre 25201;10;3
25202;nombre 25202;14;14
25203;nombre 25203;11;18
25204;nombre 25204;12;18
25205;nombre 25205;11;7
25206;nombre 25206;20;2
25207;nombre 25207;18;13
25208;nombre 25208;12;16
25209;nombre 25209;19;8
25210;nombre 25210;13;0
25211;nombre 25211;17;12
25212;nombre 25212;11;6
25213;nombre 25213;16;15
25214;nombre 25214;10;14
25215;nombre 25215;11;16
25216;nombre 25216;20;0
25217;nombre 25217;18;19
25218;nombre 25218;20;13
25219;nombre 25219;19;13
25220;nombre 25220;13;19
25221;nombre 25221;14;2
25222;nombre 25222;15;0
25223;nombre 25223;20;1
25224;nombre 25224;18;7
25225;nombre 25225;20;18
25226;nombre 25226;11;0
25227;nombre 25227;20;19
25228;nombre 25228;12;14
25229;nombre 25229;10;13
25230;nombre 25230;14;0
25231;nombre 25231;14;16
25232;nombre 25232;16;7
25233;nombre 25233;15;4
25234;nombre 25234;10;18
25235;nombre 25235;18;9
25236;nombre 25236;10;17
25237;nombre 25237;18;14
25238;nombre 25238;12;1
25239;nombre 25239;15;14
25240;nombre 25240;19;4
25241;nombre 25241;18;3
25242;nombre 25242;18;13
25243;nombre 25243;14;20
25244;nombre 25244;17;8
